"Compound_ID","MOA"
"TG101348 (SAR302503)","JAK inhibitor, FLT3 inhibitor"
"TGX-221","PI3K inhibitor"
"Thalidomide","tumor necrosis factor production inhibitor"
"Theobromine","phosphodiesterase inhibitor"
"Thiabendazole","angiogenesis inhibitor"
"Thiamet G","GLCNAC phosphotransferase inhibitor"
"Thiamine HCl (Vitamin B1)","vitamin B"
"Thiamphenicol","bacterial 50S ribosomal subunit inhibitor"
"Thiazovivin","rho associated kinase inhibitor"
"Thimerosal","bacterial cell wall synthesis inhibitor"
"Thiocolchicoside","GABA receptor antagonist"
"Thioctic acid","reducing agent"
"Thioguanine","purine antagonist"
"Thioridazine hydrochloride","dopamine receptor antagonist"
"Thiostrepton","FOXM1 inhibitor, protein synthesis inhibitor"
"Thiotepa","cytochrome P450 inhibitor"
"Thiothixene","dopamine receptor antagonist"
"Thonzylamine","antihistamine"
"Thymol","GABA receptor positive allosteric modulator"
"Thymopentin","immune response stimulator"
"Tiagabine","GABA uptake inhibitor"
"Tianeptine sodium","selective serotonin reuptake enhancer (SSRE)"
"Tiapride Hydrochloride","dopamine receptor antagonist"
"Tiaprofenic acid","cyclooxygenase inhibitor"
"TIC10","AKT inhibitor, TRAIL modulator, MAP kinase inhibitor"
"Ticagrelor","purinergic receptor antagonist"
"Ticlopidine HCl","purinergic receptor antagonist"
"Tideglusib","glycogen synthase kinase inhibitor"
"Tie2 kinase inhibitor","TIE tyrosine kinase inhibitor"
"Tigecycline","bacterial 30S ribosomal subunit inhibitor"
"Tiletamine Hydrochloride","glutamate receptor antagonist"
"Tilmicosin","bacterial cell wall synthesis inhibitor"
"Tilorone dihydrochloride","interferon inducer"
"Timolol Maleate","adrenergic receptor antagonist"
"Timonacic","antioxidant"
"Tinidazole","antiprotozoal agent"
"Tinoridine hydrochloride","cyclooxygenase inhibitor"
"Tinostamustine(EDO-S101)","HDAC inhibitor"
"Tioconazole","sterol demethylase inhibitor"
"Tiopronin","reducing agent, chelating agent"
"Tiotropium Bromide hydrate","acetylcholine receptor antagonist"
"Tioxolone","carbonic anhydrase inhibitor"
"Tipifarnib","farnesyltransferase inhibitor"
"Tipiracil hydrochloride","thymidine phosphorylase inhibitor"
"Tirapazamine","DNA inhibitor"
"Tiratricol","thyroid hormone stimulant"
"Tirofiban Hydrochloride","structural glycoprotein antagonist, platelet aggregation inhibitor"
"Tivozanib (AV-951)","VEGFR inhibitor"
"Tizanidine","adrenergic receptor agonist"
"Tizoxanide","HCV inhibitor"
"Tobramycin","bacterial 30S ribosomal subunit inhibitor"
"Tocofersolan","antioxidant"
"Tofacitinib (CP-690550.Tasocitinib)","JAK inhibitor"
"Tofacitinib (CP-690550) Citrate","JAK inhibitor"
"Tofogliflozin(CSG 452)","sodium/glucose cotransporter inhibitor"
"Tolazoline HCl","adrenergic receptor antagonist"
"Tolbutamide","ATP channel blocker"
"Tolcapone","catechol O methyltransferase inhibitor"
"Tolfenamic Acid","prostanoid receptor antagonist, cyclooxygenase inhibitor"
"Tolmetin","cyclooxygenase inhibitor"
"Tolnaftate","fungal squalene epoxidase inhibitor"
"Tolperisone HCl","voltage-gated sodium channel blocker"
"Tolterodine tartrate","acetylcholine receptor antagonist"
"Toltrazuril","antiprotozoal agent"
"Tolvaptan","vasopressin receptor antagonist"
"Topiramate","kainate receptor antagonist, glutamate receptor antagonist, carbonic anhydrase inhibitor"
"Topiroxostat","xanthine oxidase inhibitor"
"Topotecan","topoisomerase inhibitor"
"Torcetrapib","cholesteryl ester transfer protein inhibitor"
"Toremifene Citrate","selective estrogen receptor modulator (SERM), estrogen receptor antagonist"
"Torin 1","mTOR inhibitor"
"Torin 2","mTOR inhibitor"
"Torsemide","thromboxane receptor antagonist, electrolyte reabsorption inhibitor"
"Tosedostat (CHR2797)","peptidase inhibitor"
"Tosufloxacin p-Toluenesulfonate Hydrate","bacterial DNA gyrase inhibitor"
"TP-0903","AXL kinase inhibitor"
"TPCA-1","IKK inhibitor"
"TPX-0005","SRC inhibitor"
"Trametinib (GSK1120212)","MEK inhibitor"
"Trandolapril","angiotensin converting enzyme inhibitor"
"Tranexamic Acid","plasminogen activator inhibitor, antifibrinolytic"
"Trans-Tranilast","angiogenesis inhibitor"
"Tranylcypromine (2-PCPA) HCl","monoamine oxidase inhibitor"
"Trapidil","PDGFR tyrosine kinase receptor inhibitor"
"Travoprost","prostanoid receptor agonist"
"Trazodone","serotonin reuptake inhibitor, serotonin receptor antagonist, adrenergic receptor antagonist"
"Trelagliptin","dipeptidyl peptidase inhibitor"
"Trelagliptin succinate","dipeptidyl peptidase inhibitor"
"Trenbolone acetate","androgen receptor antagonist"
"Tretinoin","retinoid receptor agonist, retinoid receptor ligand"
"Triacetin","bacterial cell wall synthesis inhibitor"
"Triamcinolone","glucocorticoid receptor agonist"
"Triamterene","sodium channel blocker"
"Triapine","ribonucleotide reductase inhibitor"
"Tribenzagan Hydrochloride","histamine receptor antagonist"
"Trichlormethiazide","chloride channel blocker"
"Trichostatin A","HDAC inhibitor"
"Triciribine","AKT inhibitor"
"Triclabendazole","microtubule inhibitor"
"Triclocarban","other antibiotic"
"Triclosan","antibacterial agent"
"Trifluoperazine 2HCl","dopamine receptor antagonist"
"Triflupromazine hydrochloride","dopamine receptor antagonist"
"Trifluridine","DNA directed DNA polymerase inhibitor, thymidylate synthase inhibitor"
"Triflusal","platelet aggregation inhibitor, thromboxane synthase inhibitor, cyclooxygenase inhibitor"
"Trihexyphenidyl hydrochloride","acetylcholine receptor antagonist"
"Triiodothyronine","thyroid hormone stimulant"
"Trilostane","3beta-hydroxy-delta5-steroid dehydrogenase inhibitor"
"Trimebutine","opioid receptor agonist"
"Trimetazidine dihydrochloride","3-ketoacyl CoA thiolase inhibitor"
"Trimethadione","oxazolidine antiepileptic"
"Trimethoprim","dihydrofolate reductase inhibitor"
"Trimipramine Maleate","tricyclic antidepressant, norepinephrine reputake inhibitor"
"Tripelennamine HCl","histamine receptor antagonist"
"Triprolidine Hydrochloride","histamine receptor antagonist"
"Triptolide (PG490)","RNA polymerase inhibitor"
"Troglitazone (CS-045)","PPAR receptor agonist, insulin sensitizer"
"Tropicamide","acetylcholine receptor antagonist"
"Tropisetron","serotonin receptor antagonist"
"Tropisetron HCl","serotonin receptor antagonist"
"Trospium chloride","acetylcholine receptor antagonist"
"Troxerutin","antioxidant"
"Troxipide","glucosamine synthetase stimulant"
"TRx0237 (LMTX) mesylate","tau aggregation inhibitor, nitric oxide production inhibitor"
"TSU-68 (SU6668. Orantinib)","FGFR inhibitor, VEGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor"
"TTNPB (Arotinoid Acid)","retinoid receptor agonist"
"Tubastatin A HCl","HDAC inhibitor"
"Tucidinostat (Chidamide)","HDAC inhibitor"
"Tulobuterol hydrochloride","adrenergic receptor agonist"
"TW-37","BCL inhibitor"
"TWS119","glycogen synthase kinase inhibitor"
"Tylosin","protein synthesis inhibitor"
"Tyrphostin 9","protein tyrosine kinase inhibitor, tyrosine kinase inhibitor"
"Tyrphostin AG 1296","FLT3 inhibitor"
"Tyrphostin AG 879","tyrosine kinase inhibitor"
"U-104","carbonic anhydrase inhibitor"
"U0126-EtOH","MEK inhibitor"
"Udenafil","phosphodiesterase inhibitor"
"Ufenamate","cyclooxygenase inhibitor"
"UK 383367","Procollagen C-Endopeptidase Inhibitors"
"Ulipristal","progesterone receptor antagonist"
"Ulixertinib (BVD-523. VRT752271)","MAP kinase inhibitor"
"umbralisib (TGR-1202)","PI3K inhibitor"
"Umeclidinium bromide","acetylcholine receptor antagonist"
"UNC1215","L3MBTL antagonist"
"UNC1999","histone lysine methyltransferase inhibitor"
"UNC2250","MER tyrosine kinase inhibitor"
"UNC669","L3MBTL antagonist"
"UPF 1069","PARP inhibitor"
"Uprosertib (GSK2141795)","AKT inhibitor"
"Urapidil HCl","adrenergic receptor antagonist"
"URB597","FAAH inhibitor"
"Urethane","local anesthetic"
"Uridine","dopamine receptor agonist"
"Uridine 5'-monophosphate","thymidylate synthase inhibitor"
"Urocanic acid","serotonin receptor agonist"
"Ursodiol","like (NRF2) activator, nuclear factor erythroid derived"
"UTP. Trisodium Salt","thymidylate synthase inhibitor"
"Vactosertib ?(TEW-7197)","TGF beta receptor inhibitor"
"Vadadustat","hypoxia inducible factor prolyl hydroxylase inhibitor"
"Valaciclovir HCl","DNA polymerase inhibitor"
"Valbenazine tosylate","vesicular monoamine transporter inhibitor"
"Valdecoxib","cyclooxygenase inhibitor"
"Valethamate Bromide","acetylcholine receptor antagonist"
"Valproic acid sodium salt (Sodium valproate)","HDAC inhibitor"
"Valpromide","epoxide hydolase inhibitor"
"Valsartan","angiotensin receptor antagonist"
"Vancomycin HCl","bacterial cell wall synthesis inhibitor"
"Vandetanib (ZD6474)","VEGFR inhibitor, RET tyrosine kinase inhibitor, EGFR inhibitor"
"Vardenafil HCl Trihydrate","phosphodiesterase inhibitor"
"Varenicline Tartrate","acetylcholine receptor agonist"
"Varespladib (LY315920)","secretory phospholipase inhibitor"
"Varlitinib","EGFR inhibitor"
"Vatalanib (PTK787) 2HCl","KIT inhibitor, VEGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor"
"VE-821","ATR kinase inhibitor"
"VE-822","ATR kinase inhibitor"
"Vecuronium Bromide","acetylcholine receptor antagonist"
"Veliparib (ABT-888)","PARP inhibitor"
"Velpatasvir","antiviral"
"Vemurafenib (PLX4032. RG7204)","RAF inhibitor"
"Venlafaxine","serotoninâ€“norepinephrine reuptake inhibitor (SNRI), norepinephrine reuptake inhibitor, adrenergic inhibitor"
"VER-49009","HSP inhibitor"
"Verapamil HCl","calcium channel blocker"
"Veratric acid","cyclooxygenase inhibitor"
"Verinurad (RDEA3170)","urate transporter inhibitor"
"Verteporfin","photosensitizing agent"
"Verubecestat (MK-8931)","beta secretase inhibitor"
"VGX-1027","tumor necrosis factor receptor antagonist"
"Vidarabine monohydrate","antiviral"
"Vilanterol Trifenate","adrenergic receptor agonist"
"Vilazodone HCl","serotonin reuptake inhibitor"
"Vildagliptin (LAF-237)","dipeptidyl peptidase inhibitor"
"Vinblastine sulfate","microtubule inhibitor, tubulin polymerization inhibitor"
"Vincamine","adrenergic receptor antagonist"
"Vincristine","autophagy inducer"
"Vincristine","tubulin polymerization inhibitor"
"Vindoline","tubulin polymerization inhibitor"
"Vinorelbine Tartrate","tubulin polymerization inhibitor"
"Vinpocetine","phosphodiesterase inhibitor, sodium channel blocker"
"Vismodegib (GDC-0449)","smoothened receptor antagonist, hedgehog pathway inhibitor"
"Vitamin A","retinoid receptor ligand"
"Vitamin D2","vitamin analog"
"Vitamin E","VEGFR inhibitor"
"Vitamin K2","bone resorption inhibitor"
"VLX1570","deubiquitinase inhibitor"
"Voglibose","glucosidase inhibitor"
"Volasertib (BI 6727)","PLK inhibitor"
"Vonoprazan Fumarate (TAK-438)","potassium-competitive acid antagonist"
"Vorapaxar","thrombin receptor antagonist"
"Voreloxin (SNS-595) hydrochloride","topoisomerase inhibitor"
"Voriconazole","cytochrome P450 inhibitor"
"Vorinostat (SAHA. MK0683)","HDAC inhibitor"
"Vortioxetine","serotonin receptor agonist, serotonin receptor antagonist"
"Voxelotor(GBT440. GTx011)","hemoglobin modulator"
"VU 0357121","glutamate receptor positive allosteric modulator"
"VU 0361737","glutamate receptor positive allosteric modulator"
"VU 0364439","glutamate receptor positive allosteric modulator"
"VU 0364770","glutamate receptor positive allosteric modulator"
"VUF 10166","serotonin receptor antagonist"
"VX-222 (VCH-222. Lomibuvir)","HCV inhibitor"
"VX-680 (Tozasertib. MK-0457)","JAK inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, Aurora kinase inhibitor"
"VX-702","p38 MAPK inhibitor"
"VX-745","p38 MAPK inhibitor"
"VX-765","caspase inhibitor"
"VX-809 (Lumacaftor)","CFTR channel agonist"
"WAY-100635 Maleate","serotonin receptor antagonist"
"WAY-600","mTOR inhibitor"
"Wedelolactone","NFkB inhibitor"
"WHI-P154","JAK inhibitor"
"Wnt-C59 (C59)","porcupine inhibitor"
"Wortmannin","PI3K inhibitor"
"WP1066","STAT inhibitor"
"WY-14643 (Pirinixic Acid)","PPAR receptor agonist"
"WYE-125132 (WYE-132)","mTOR inhibitor"
"WYE-354","mTOR inhibitor"
"WZ3146","EGFR inhibitor"
"WZ4002","EGFR inhibitor"
"WZ4003","AMPK inhibitor"
"WZ8040","EGFR inhibitor"
"WZ811","CC chemokine receptor antagonist"
"Xanthone","antimalarial agent"
"XAV-939","tankyrase inhibitor"
"Xipamide","carbonic anhydrase inhibitor"
"XL019","JAK inhibitor"
"XL147","PI3K inhibitor"
"XL335","FXR agonist"
"XL388","mTOR inhibitor"
"XL888","HSP inhibitor"
"Xylazine","adrenergic receptor agonist"
"Xylometazoline HCl","adrenergic receptor agonist"
"Y-27632 2HCl","rho associated kinase inhibitor"
"Y-320","interleukin inhibitor"
"Y-39983 HCl","rho associated kinase inhibitor"
"YM155 (Sepantronium Bromide)","survivin inhibitor"
"YM201636","PI3K inhibitor"
"YO-01027","gamma secretase inhibitor"
"Yohimbine HCl","adrenergic receptor antagonist"
"Zafirlukast","leukotriene receptor antagonist"
"Zalcitabine","nucleoside reverse transcriptase inhibitor"
"Zaltoprofen","cyclooxygenase inhibitor"
"Zanamivir","neuraminidase inhibitor"
"Zanubrutinib (BGB-3111)","Bruton's tyrosine kinase (BTK) inhibitor"
"ZCL278","CDC inhibitor"
"Zebularine","DNA methyltransferase inhibitor"
"Zibotentan (ZD4054)","endothelin receptor antagonist"
"Zidovudine","nucleoside reverse transcriptase inhibitor"
"Zileuton","lipoxygenase inhibitor, leukotriene synthesis inhibitor"
"Zinc Pyrithione","proton pump inhibitor"
"Zinc Undecylenate","other antifungal"
"Ziprasidone HCl","dopamine receptor antagonist, serotonin receptor antagonist"
"Ziritaxestat (GLPG1690)","phosphodiesterase inhibitor"
"ZM 306416","VEGFR inhibitor, src inhibitor, Abl kinase inhibitor"
"ZM 323881 HCl","VEGFR inhibitor"
"ZM 336372","RAF inhibitor"
"ZM 39923 HCl","JAK inhibitor"
"ZM 447439","Aurora kinase inhibitor"
"Zofenopril calcium","angiotensin receptor antagonist"
"Zoledronic Acid","bone resorption inhibitor"
"Zolmitriptan","serotonin receptor agonist"
"Zonisamide","sodium channel blocker, T-type calcium channel blocker"
"Zosuquidar (LY335979) 3HCl","P glycoprotein inhibitor"
"Zotarolimus(ABT-578)","mTOR inhibitor"
"Zoxazolamine","myorelaxant"
"ZSTK474","PI3K inhibitor"
"Zucapsaicin","TRPV antagonist"
"β-Caryophyllene","cyclooxygenase inhibitor"
